,IS Policy,IS Budget,Optimizer,EVD Pre,EVD Post,Theta,Info,NFEV,Duration (s)
24,Uniform,50,L-BFGS-B-IS,394.3153131,188.8417404,"[-4.06053169e-02  3.05608199e-01  1.00000000e+00  1.00000000e+00
  2.80488700e-04 -2.42609898e-01 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -5.28528680e-01 -1.00000000e+00 -1.00000000e+00
  1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00  1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
 -1.00000000e+00]","      fun: 232.07195272655247
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 3.02572717e-03, -8.60703538e-04, -2.78725890e+01, -1.61674541e-01,
       -1.84475552e-05,  2.55282601e-02,  3.16324332e+00,  5.98493412e+00,
        2.23458648e+00,  3.69748884e-02,  2.78988011e+00,  1.51247481e+00,
       -3.17939425e-01,  1.53685982e+00,  2.79334301e+00,  1.85676635e+00,
        2.92791533e+00, -1.51495789e-01,  1.01310478e+00,  3.84906029e+00,
        8.67455087e-02,  1.70848532e+00,  4.59119034e+00,  3.34496991e+00,
        7.08107307e-02])
  message: 'ABNORMAL_TERMINATION_IN_LNSRCH'
     nfev: 48
      nit: 6
     njev: 48
   status: 2
  success: False
        x: array([-4.06053169e-02,  3.05608199e-01,  1.00000000e+00,  1.00000000e+00,
        2.80488700e-04, -2.42609898e-01, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -5.28528680e-01, -1.00000000e+00, -1.00000000e+00,
        1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00,  1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00, -1.00000000e+00, -1.00000000e+00, -1.00000000e+00,
       -1.00000000e+00])",48,293.571856
25,Uniform,50,L-BFGS-B-2point,517.4173568,257.3338736,"[-1.         -0.11317382  1.          1.          0.00509623  1.
 -1.         -1.         -1.         -1.         -1.         -1.
  1.         -1.         -1.         -1.         -1.          1.
 -1.         -1.         -1.         -1.         -1.         -1.
  1.        ]","      fun: 231.8995658217602
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 4.53567505e-03,  1.90734863e-06, -2.78611679e+01, -1.68066025e-01,
       -2.67028809e-05, -6.31103516e-02,  8.59016418e-01,  2.21588326e+00,
        6.46207809e-01,  5.04493713e-03,  8.15797806e-01,  8.13352585e-01,
       -3.42824936e-01,  6.05527878e-01,  8.70286942e-01,  5.01121521e-01,
        1.59800720e+00, -2.26242065e-01,  1.97257996e-01,  1.20945740e+00,
        7.88688660e-02,  3.97157669e-01,  1.48725128e+00,  6.90942764e-01,
       -3.44295502e-02])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 1014
      nit: 33
     njev: 39
   status: 0
  success: True
        x: array([-1.        , -0.11317382,  1.        ,  1.        ,  0.00509623,
        1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        ,  1.        , -1.        , -1.        ,
       -1.        , -1.        ,  1.        , -1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        ,  1.        ])",1014,46.899426
26,Uniform,50,CMA-ES,459.4576452,188.6997267,"[-1.        -0.1132001  1.         1.         1.         1.
 -1.        -1.        -1.        -1.        -1.        -1.
  1.        -1.        -1.        -1.        -1.         1.
 -1.        -1.        -1.        -1.        -1.        -1.
  1.       ]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=446370, Tue Jun 22 22:11:53 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.574082091268201e+02 1.0e+00 4.76e-01  5e-01  5e-01 0:00.4
    2     26 2.493277036114993e+02 1.1e+00 4.66e-01  5e-01  5e-01 0:00.8
    3     39 2.469852398230970e+02 1.1e+00 4.59e-01  4e-01  5e-01 0:01.2
   11    143 2.416072986010821e+02 1.3e+00 4.39e-01  4e-01  5e-01 0:04.4
   21    273 2.418184496334636e+02 1.6e+00 3.93e-01  3e-01  4e-01 0:08.5
   34    442 2.359816365782425e+02 1.8e+00 3.47e-01  3e-01  4e-01 0:13.7
   50    650 2.363269489082338e+02 2.2e+00 3.22e-01  2e-01  3e-01 0:20.0
   68    884 2.350086106443677e+02 2.5e+00 2.15e-01  1e-01  2e-01 0:27.3
   89   1157 2.338074621447134e+02 3.2e+00 1.18e-01  5e-02  1e-01 0:35.6
  100   1300 2.334219168343275e+02 3.7e+00 1.37e-01  6e-02  2e-01 0:40.0
  126   1638 2.327632053954590e+02 4.5e+00 6.99e-02  2e-02  8e-02 0:50.3
  154   2002 2.322287782593358e+02 7.6e+00 7.38e-02  2e-02  1e-01 1:01.4
  185   2405 2.319794751579561e+02 8.6e+00 4.90e-02  1e-02  8e-02 1:13.7
  200   2600 2.319403386772331e+02 8.4e+00 2.59e-02  6e-03  4e-02 1:19.6
  236   3068 2.319133334417268e+02 9.1e+00 1.09e-02  2e-03  1e-02 1:33.9
  274   3562 2.319090943755161e+02 9.9e+00 5.20e-03  9e-04  7e-03 1:49.0
  300   3900 2.319084872004954e+02 1.1e+01 2.10e-03  3e-04  3e-03 1:59.4
  343   4459 2.319080680879046e+02 1.7e+01 2.49e-03  3e-04  4e-03 2:16.5
  389   5057 2.319065389953993e+02 4.6e+01 6.09e-03  7e-04  2e-02 2:34.7
  400   5200 2.319061032605622e+02 5.4e+01 5.64e-03  7e-04  3e-02 2:39.2
  451   5863 2.319042344264709e+02 1.1e+02 6.70e-03  7e-04  6e-02 2:59.5
  500   6500 2.319025677222537e+02 1.3e+02 3.25e-03  3e-04  3e-02 3:19.0
  556   7228 2.319007524442560e+02 1.3e+02 8.54e-03  7e-04  7e-02 3:41.4
  600   7800 2.318995873534849e+02 1.2e+02 2.93e-03  2e-04  2e-02 3:59.0
  661   8593 2.318995574707480e+02 1.1e+02 2.96e-04  2e-05  2e-03 4:23.3
  700   9100 2.318995569849876e+02 1.1e+02 7.82e-05  5e-06  4e-04 4:38.8
  765   9945 2.318995568891314e+02 1.1e+02 6.25e-05  3e-06  3e-04 5:04.9
  800  10400 2.318995566980926e+02 1.6e+02 1.52e-04  7e-06  1e-03 5:18.7
  871  11323 2.318995503705783e+02 6.7e+02 8.00e-04  3e-05  2e-02 5:46.9
  900  11700 2.318995424071628e+02 1.1e+03 9.15e-04  3e-05  4e-02 5:58.5
  976  12688 2.318995399178040e+02 1.2e+03 5.03e-05  2e-06  2e-03 6:28.7
 1000  13000 2.318995399142745e+02 1.2e+03 1.79e-05  5e-07  6e-04 6:38.3
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1081  14053 2.318995399136433e+02 1.3e+03 4.89e-07  1e-08  2e-05 7:10.6
 1100  14300 2.318995399136431e+02 1.2e+03 2.75e-07  7e-09  8e-06 7:18.1
 1109  14417 2.318995399136429e+02 1.2e+03 1.98e-07  5e-09  6e-06 7:21.8
termination on tolfun=1e-11 (Tue Jun 22 22:19:18 2021)
final/bestever f-value = 2.318995e+02 2.318995e+02
incumbent solution: [-1.         -0.11320024  1.          1.          1.          1.
 -1.         -1.         ...]
std deviations: [4.24820351e-07 7.26694710e-08 5.12693145e-09 6.73531610e-08
 5.67155125e-06 1.12341387e-07 3.12596443e-08 1.89223726e-08 ...]",14417,458.369832
27,Uniform,1,L-BFGS-B-IS,436.1436846,410.0752941,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","      fun: 51.10380806471794
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.34229461e-04, -2.58215910e-01, -2.81130676e+01, -1.70022692e-01,
       -2.13588831e-05, -1.91515496e-01,  6.35168963e-01,  2.49427195e+00,
        1.69956443e+00,  2.19773713e-02,  5.28251872e-01, -9.06189852e-02,
       -3.70764554e-01, -3.14701049e-02,  1.70741395e+00,  6.42460262e-01,
       -2.90840107e-01, -4.83631565e-01, -3.80769766e-01,  2.11804906e+00,
        3.28578475e-02,  8.59988212e-01,  8.82582708e-01,  2.35347817e+00,
        1.03967761e-01])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 37
      nit: 13
     njev: 37
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1., -1., -1., -1., -1., -1.,  1.,  1.,
        1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1., -1., -1.])",37,16.158775
28,Uniform,1,L-BFGS-B-2point,498.2417405,343.7564245,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","      fun: 51.10380806471794
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([-1.35421753e-04, -2.58818626e-01, -2.81182356e+01, -1.71228409e-01,
       -2.57492065e-05, -2.03961372e-01,  2.02185631e-01,  1.92024565e+00,
        1.31141663e+00,  1.63869858e-02,  2.12862015e-01, -1.14490509e-01,
       -3.71139526e-01, -9.41553116e-02,  1.25748158e+00,  3.67236137e-01,
       -3.05867672e-01, -4.83671188e-01, -3.96330833e-01,  1.48560619e+00,
        2.18129158e-02,  5.88650703e-01,  6.29452705e-01,  1.56874847e+00,
        4.46143150e-02])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 182
      nit: 6
     njev: 7
   status: 0
  success: True
        x: array([ 1.,  1.,  1.,  1.,  1.,  1., -1., -1., -1., -1., -1.,  1.,  1.,
        1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1., -1., -1.])",182,13.829474
29,Uniform,1,CMA-ES,414.4429002,405.415735,"[ 1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=399580, Tue Jun 22 22:46:21 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 7.376499334256069e+01 1.0e+00 4.73e-01  5e-01  5e-01 0:00.0
    2     26 6.300989592368779e+01 1.1e+00 4.51e-01  4e-01  5e-01 0:00.0
    3     39 6.204294931888084e+01 1.1e+00 4.32e-01  4e-01  4e-01 0:00.0
  100   1300 5.194943262001752e+01 3.6e+00 8.67e-02  3e-02  1e-01 0:00.7
  200   2600 5.114547999039448e+01 8.5e+00 2.77e-02  6e-03  4e-02 0:01.4
  300   3900 5.111168041414213e+01 3.1e+01 2.17e-02  3e-03  8e-02 0:02.1
  400   5200 5.110407530035198e+01 3.5e+01 2.16e-03  2e-04  7e-03 0:02.8
  500   6500 5.110397692287092e+01 3.5e+01 1.09e-04  8e-06  3e-04 0:03.5
  600   7800 5.110397021261558e+01 1.4e+02 4.92e-04  3e-05  4e-03 0:04.2
  700   9100 5.110383815577266e+01 6.7e+02 5.77e-04  3e-05  2e-02 0:04.9
  800  10400 5.110383608737136e+01 6.0e+02 4.48e-05  2e-06  1e-03 0:05.6
  900  11700 5.110383123828282e+01 6.3e+02 9.47e-04  3e-05  2e-02 0:06.3
 1000  13000 5.110380809772847e+01 1.4e+03 1.47e-04  5e-06  6e-03 0:07.0
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
 1100  14300 5.110380806472041e+01 1.3e+03 1.38e-06  4e-08  4e-05 0:07.7
 1149  14937 5.110380806471797e+01 1.2e+03 1.66e-07  4e-09  5e-06 0:08.1
termination on tolfun=1e-11 (Tue Jun 22 22:46:31 2021)
final/bestever f-value = 5.110381e+01 5.110381e+01
incumbent solution: [ 1.  1.  1.  1.  1.  1. -1. -1. ...]
std deviations: [1.87995143e-06 4.02810417e-08 4.08787980e-09 4.51924302e-08
 4.60914405e-06 4.46569344e-08 4.28998099e-08 1.32724434e-08 ...]",14937,24.637211
30,Uniform,10,L-BFGS-B-IS,480.4345043,402.9521553,"[-1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","      fun: 218.2126867871312
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 1.16471864e-02,  4.70438025e+00, -2.39399203e+01,  9.41538315e-01,
        5.51087893e-04,  1.36086834e+00,  3.16122139e+00,  1.64494527e+00,
        3.56872171e+00,  3.53902985e-01,  2.60825131e+00, -1.27792808e-01,
       -3.71964263e-01, -1.35268197e-01,  2.55246549e+00,  2.76354667e+00,
       -2.86176123e-01, -4.83710474e-01, -3.67218250e-01,  2.63822314e+00,
        1.03371684e+00,  3.43594286e+00,  9.42020777e-01,  2.12279147e+00,
        6.89727234e-01])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 19
      nit: 8
     njev: 19
   status: 0
  success: True
        x: array([-1., -1.,  1., -1., -1., -1., -1., -1., -1., -1., -1.,  1.,  1.,
        1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1., -1., -1.])",19,35.693787
31,Uniform,10,L-BFGS-B-2point,515.8004855,247.9633786,"[-1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1.  1. -1. -1.]","      fun: 218.1389806539055
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 8.11386108e-03,  3.15134621e+00, -2.63092308e+01,  1.94736481e-01,
        1.69754028e-04,  8.57517242e-01,  1.02382088e+00,  1.61565781e-01,
        9.39958572e-01,  1.10319138e-01,  1.02239609e+00, -1.58357620e-01,
       -3.72251511e-01, -2.42967606e-01,  5.97869873e-01,  1.30906868e+00,
       -3.32536697e-01, -4.83793259e-01, -4.30923462e-01,  5.34835815e-01,
        7.30764389e-01,  1.78949928e+00, -3.68518829e-02,  3.50870132e-01,
        1.71428680e-01])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 78
      nit: 2
     njev: 3
   status: 0
  success: True
        x: array([-1., -1.,  1., -1., -1., -1., -1., -1., -1., -1., -1.,  1.,  1.,
        1., -1., -1.,  1.,  1.,  1., -1., -1., -1.,  1., -1., -1.])",78,13.92084
32,Uniform,10,CMA-ES,382.9525901,240.8237134,"[-1. -1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1.  1. -1. -1.]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=404930, Tue Jun 22 23:13:48 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.365447407166769e+02 1.0e+00 4.64e-01  5e-01  5e-01 0:00.1
    2     26 2.308988655736790e+02 1.1e+00 4.46e-01  4e-01  5e-01 0:00.2
    3     39 2.299683023312855e+02 1.1e+00 4.31e-01  4e-01  4e-01 0:00.3
   42    546 2.209490573936795e+02 2.0e+00 2.10e-01  1e-01  2e-01 0:03.3
   94   1222 2.186485120493698e+02 2.9e+00 7.19e-02  3e-02  8e-02 0:07.4
  100   1300 2.187078095253919e+02 3.1e+00 7.26e-02  3e-02  8e-02 0:07.8
  177   2301 2.182275123443459e+02 8.4e+00 3.82e-02  1e-02  5e-02 0:13.9
  200   2600 2.181704475911554e+02 9.7e+00 2.88e-02  7e-03  5e-02 0:15.7
  300   3900 2.181440018156924e+02 1.3e+01 5.19e-03  8e-04  8e-03 0:23.5
  400   5200 2.181407364825550e+02 4.3e+01 7.59e-03  9e-04  3e-02 0:31.4
  500   6500 2.181392576226080e+02 4.8e+01 2.92e-04  3e-05  1e-03 0:39.1
  600   7800 2.181392529314315e+02 6.8e+01 4.17e-04  3e-05  2e-03 0:46.9
  700   9100 2.181390107977552e+02 7.4e+02 2.49e-03  1e-04  1e-01 0:54.7
  800  10400 2.181389806579264e+02 5.8e+02 4.51e-05  2e-06  1e-03 1:02.5
  900  11700 2.181389806539094e+02 4.9e+02 8.92e-07  4e-08  2e-05 1:10.3
  951  12363 2.181389806539055e+02 4.6e+02 1.01e-07  4e-09  2e-06 1:14.6
termination on tolfun=1e-11 (Tue Jun 22 23:15:05 2021)
final/bestever f-value = 2.181390e+02 2.181390e+02
incumbent solution: [-1. -1.  1. -1. -1. -1. -1. -1. ...]
std deviations: [2.15416477e-07 1.10193402e-08 4.08834005e-09 4.02488120e-08
 1.76430623e-06 2.07368448e-08 1.89641345e-08 4.10958840e-08 ...]",12363,92.067265
33,Uniform,50,L-BFGS-B-IS,432.8689074,3.930075988,"[-0.02215442 -1.          1.         -1.         -0.00975223 -1.
 -0.12385842 -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -0.66916081 -1.
 -1.        ]","      fun: 233.11945835210247
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 3.70383434e-03,  9.72334097e-01, -2.57740759e+01,  3.92897271e-01,
        8.67173257e-04,  2.57397650e-01,  2.25230424e-02,  2.90545732e-01,
        6.48854155e-01,  1.36966352e-01,  4.17770421e-01,  4.46749528e+00,
        7.99083207e+00,  3.93634403e+00,  4.69004081e-01,  6.07762926e-01,
        3.10787891e+00,  7.80810802e+00,  4.53332753e+00,  5.24541304e-01,
        2.39400840e-01,  9.30710949e-01, -7.40032607e-03,  4.07713697e-01,
        2.36206578e-01])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 76
      nit: 16
     njev: 76
   status: 0
  success: True
        x: array([-0.02215442, -1.        ,  1.        , -1.        , -0.00975223,
       -1.        , -0.12385842, -1.        , -1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -0.66916081, -1.        , -1.        ])",76,402.802455
34,Uniform,50,L-BFGS-B-2point,519.8229772,4.066947183,"[-1.         -1.          1.         -1.         -0.30000446 -1.
  1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -0.4921534  -1.
 -1.        ]","      fun: 232.78317073670763
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 1.39617920e-03,  2.71310806e-01, -2.64205475e+01,  1.59542084e-01,
        4.11987305e-04,  3.14216614e-02, -5.44395447e-02,  2.22967148e-01,
        8.65232468e-01,  1.10166550e-01,  1.70135498e-01,  8.61759186e-01,
        2.51827812e+00,  5.27677536e-01,  5.62295914e-01,  3.62327576e-01,
        4.32636261e-01,  2.49456024e+00,  5.40084839e-01,  4.67227936e-01,
        1.05926514e-01,  7.27132797e-01, -2.09808350e-05,  5.49694061e-01,
        1.90563202e-01])
  message: 'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
     nfev: 1170
      nit: 38
     njev: 45
   status: 0
  success: True
        x: array([-1.        , -1.        ,  1.        , -1.        , -0.30000446,
       -1.        ,  1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        , -1.        , -0.4921534 , -1.        , -1.        ])",1170,57.537937
35,Uniform,50,CMA-ES,476.7276195,4.294744438,"[-1.         -1.          1.         -1.         -1.         -1.
  1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -1.         -1.
 -1.         -1.         -1.         -1.         -0.49224787 -1.
 -1.        ]","(6_w,13)-aCMA-ES (mu_w=4.0,w_1=38%) in dimension 25 (seed=440362, Tue Jun 22 23:49:01 2021)
Iterat #Fevals   function value  axis ratio  sigma  min&max std  t[m:s]
    1     13 2.656837982288212e+02 1.0e+00 4.66e-01  5e-01  5e-01 0:00.4
    2     26 2.482452085370133e+02 1.1e+00 4.58e-01  5e-01  5e-01 0:00.8
    3     39 2.418530620436816e+02 1.1e+00 4.49e-01  4e-01  5e-01 0:01.1
   11    143 2.439351425533542e+02 1.3e+00 4.39e-01  4e-01  5e-01 0:04.2
   22    286 2.438267933707048e+02 1.5e+00 4.05e-01  3e-01  4e-01 0:08.3
   36    468 2.394036760734226e+02 1.9e+00 4.11e-01  3e-01  5e-01 0:13.6
   53    689 2.396231881338181e+02 2.3e+00 3.63e-01  2e-01  4e-01 0:20.0
   71    923 2.372459977963797e+02 2.7e+00 2.61e-01  1e-01  3e-01 0:27.0
   92   1196 2.353704249482896e+02 3.7e+00 2.55e-01  1e-01  3e-01 0:35.2
  100   1300 2.340963163197787e+02 3.8e+00 2.06e-01  9e-02  3e-01 0:38.2
  127   1651 2.334137803772624e+02 4.6e+00 1.23e-01  4e-02  1e-01 0:48.2
  157   2041 2.330069243370447e+02 5.8e+00 6.64e-02  2e-02  8e-02 0:59.3
  189   2457 2.328657639521948e+02 7.1e+00 3.41e-02  8e-03  4e-02 1:11.4
  200   2600 2.328546299215479e+02 7.4e+00 2.97e-02  6e-03  4e-02 1:15.5
  238   3094 2.328179443635829e+02 1.0e+01 2.46e-02  5e-03  4e-02 1:29.9
  278   3614 2.327867424504472e+02 1.8e+01 1.24e-02  2e-03  3e-02 1:45.1
  300   3900 2.327849154897673e+02 1.8e+01 5.57e-03  8e-04  1e-02 1:53.2
  346   4498 2.327843831701911e+02 1.9e+01 1.76e-03  2e-04  4e-03 2:10.3
  395   5135 2.327843196070096e+02 2.1e+01 8.83e-04  9e-05  2e-03 2:28.5
  400   5200 2.327843069179496e+02 2.1e+01 9.08e-04  9e-05  2e-03 2:30.5
  454   5902 2.327838024688869e+02 8.6e+01 4.13e-03  4e-04  3e-02 2:50.7
  500   6500 2.327830251497227e+02 1.5e+02 1.88e-03  2e-04  2e-02 3:08.4
  558   7254 2.327829913753578e+02 1.5e+02 4.73e-04  3e-05  4e-03 3:30.7
  600   7800 2.327829630963255e+02 1.6e+02 1.23e-03  8e-05  1e-02 3:46.7
  663   8619 2.327828838833444e+02 2.0e+02 6.61e-04  4e-05  7e-03 4:10.7
  700   9100 2.327828823731819e+02 2.1e+02 1.56e-04  9e-06  2e-03 4:25.7
  770  10010 2.327828822698607e+02 2.1e+02 9.37e-06  5e-07  9e-05 4:52.1
  800  10400 2.327828822696705e+02 2.1e+02 2.98e-06  1e-07  3e-05 5:03.1
  876  11388 2.327828822696463e+02 2.1e+02 1.27e-07  6e-09  1e-06 5:31.4
  877  11401 2.327828822696463e+02 2.1e+02 1.25e-07  6e-09  1e-06 5:31.8
termination on tolfun=1e-11 (Tue Jun 22 23:54:35 2021)
final/bestever f-value = 2.327829e+02 2.327829e+02
incumbent solution: [-1. -1.  1. -1. -1. -1.  1. -1. ...]
std deviations: [5.99347468e-07 4.29060862e-08 5.50169375e-09 5.12860570e-08
 1.09450502e-06 1.30977275e-07 8.98804206e-08 5.34827919e-08 ...]",11401,358.484643
36,Uniform,1,L-BFGS-B-IS,416.3985454,368.7809024,"[-0.01914325 -1.          1.         -0.89476733 -0.00238297 -1.
 -1.         -1.         -1.         -1.         -1.          1.
  1.          1.         -1.         -1.          1.          1.
  1.         -1.         -1.         -1.         -1.         -1.
 -1.        ]","      fun: 155.88785874859096
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 3.06520265e-03,  4.69385237e-01, -2.45426912e+01,  1.43269480e-01,
        3.81559792e-04,  1.07348880e+00,  2.06553525e+00,  1.35916879e+00,
        2.30034281e+00,  2.30981280e-01,  1.98179903e+00, -1.60119256e-01,
       -3.72215660e-01, -2.42193852e-01,  1.76687021e+00,  2.64231374e+00,
       -2.95407150e-01, -4.83802834e-01, -4.38639902e-01,  1.63363335e+00,
        3.85199639e-01,  3.79406941e+00,  3.23544994e-01,  1.99215968e+00,
        6.57909369e-01])
  message: 'ABNORMAL_TERMINATION_IN_LNSRCH'
     nfev: 28
      nit: 6
     njev: 28
   status: 2
  success: False
        x: array([-0.01914325, -1.        ,  1.        , -0.89476733, -0.00238297,
       -1.        , -1.        , -1.        , -1.        , -1.        ,
       -1.        ,  1.        ,  1.        ,  1.        , -1.        ,
       -1.        ,  1.        ,  1.        ,  1.        , -1.        ,
       -1.        , -1.        , -1.        , -1.        , -1.        ])",28,28.988589
37,Uniform,1,L-BFGS-B-2point,542.8196306,291.3358046,"[-1. -1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1. -1. -1.  1.  1.
  1. -1. -1. -1. -1. -1. -1.]","      fun: 155.86335805311728
 hess_inv: <25x25 LbfgsInvHessProduct with dtype=float64>
      jac: array([ 7.80105591e-04,  1.42936707e-02, -2.63136673e+01, -1.24187469e-02,
        2.05993652e-04,  3.39931488e-01,  9.23006058e-01,  9.29243088e-01,
        1.22648621e+00,  1.13367081e-01,  9.43841934e-01, -1.62214279e-01,
       -3.72240067e-01, -2.53269196e-01,  9.12153244e-01,  1.35109901e+00,
       -3.19707870e-01, -4.83810425e-01, -4.41337585e-01,  7.82711029e-01,
        2.07359314e-01,  2.15019989e+00,  2.56137848e-02,  7.54966736e-01,
        3.23368073e-01])
  message: 'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL'
     nfev: 104
      nit: 3
     njev: 4
   status: 0
  success: True
        x: array([-1., -1.,  1.,  1., -1., -1., -1., -1., -1., -1., -1.,  1.,  1.,
        1., -1., -1.,  1.,  1.,  1., -1., -1., -1., -1., -1., -1.])",104,24.731239
